Name,Template
enableLocationUpdate,"{""FlagshipSetting"": {}, ""GameMaxRunningCount"": 1, ""type"": ""test"", ""PerformIndexReportGapInSeconds"": 1, ""OpendataMaxFileStorageSize"": 1, ""RequestMaxTimeoutMS"": 1, ""TempFileSizeLimitTotal"": 1, ""GlobalWxaFileStorageCleanMbThreshold"": 1, ""WidgetImageFlowLimitMaxSize"": 1, ""HeaderBlackList"": [], ""ClientStorageMinMB"": 1, ""WXDataMaxRequestConcurrent"": 1, ""MaxLocalStorageItemSize"": 1, ""DownloadMaxTimeoutMS"": 1, ""icon_green"": {}, ""height"": 1, ""TaskBarItemCountLimitation"": 1, ""AppMaxRunningCount"": 1, ""BluetoothBackgroundTimeoutWithoutConnectionInSeconds"": 1, ""NativeBufferSizeLimitByte"": 1, ""subKey"": ""test"", ""UploadMaxTimeoutMS"": 1, ""WithoutContactClearSeconds"": 1, ""GamePerfCollectInterval"": 1, ""WeUseRecallInterval"": 1, ""enableIndoor"": true, ""icon_big"": {}, ""NativeBufferQueueLimitByte"": 1, ""icon_light"": {}, ""WidgetImageFlowLimitDuration"": 1, ""TradeGuaranteeMenuSetting"": ""test"", ""HTTPHeaderMode"": ""test"", ""WholeClientStoragePercent"": 1, ""SyncVersionSetting"": {}, ""HeaderWhiteList"": [], ""CheckInterval"": 1, ""WhiteScreenDetectThresholdFloatNew"": 1.0, ""WxaWebRenderingCacheMaxStorageSizeMB"": 1, ""WebsocketMaxTimeoutMS"": 1, ""AppSharedResourceBackgroundRunningCount"": 1, ""InvalidContactFreqBlockSeconds"": 1, ""AppMaxBackgroundBluetoothCount"": 1, ""NewTaskBarRecentsItemCountLimitation"": 1, ""PackageManager"": {}, ""StarNumberLimitation"": 1, ""DownloadFileSizeLimit"": 1, ""MaxGlobalStorageItemSize"": 1, ""SyncLaunchSceneList"": [], ""GamePerfCollectSamplePercentage"": 1.0, ""GameDownloadFileSizeLimit"": 1, ""HTTPHeaderReferer"": ""test"", ""LoadingWeakNetDelayDurationInSecondsAndroid"": 1, ""PreDownloadUserNameBlackList"": [], ""SingleWxaFileStorageCleanMbThreshold"": 1, ""UsePackageConfirmSubDescScopeList"": [], ""SubContextImgDomain"": [], ""icon_dark"": {}, ""WidgetDrawMinInterval"": 1, ""PullVersionWxaUsageLastInterval"": 1, ""AppMaxBackgroundLaunchBluetoothCount"": 1, ""url"": ""test"", ""MaxGlobalStorageSize"": 1, ""icon_gray"": {}, ""PullVersionMaxCount"": 1, ""CDNBaseURL"": ""test"", ""width"": 1, ""PullVersionInterval"": 1, ""TaskBarSyncUsageRecordIntervalMinute"": 1, ""HTTPSetting"": {}, ""CDNPreConnectURL"": ""test"", ""PullVersionMaxCountPerRequest"": 1, ""RelievedBuySetting"": {}, ""AgeAppropriateIcon"": {}}"
openLocation,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
setAcquireWebviewDom,"{""type"": [], ""enableAcquireWebviewDom"": true}"
openLiteApp,"{""ignoreAlive"": true, ""seconds"": 1, ""keepAlive"": {}}"
openBluetoothAdapter,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
NFCClose,{}
gameLiveInfoControl,"{""duration"": 1, ""action"": 1, ""topic"": ""test""}"
private_fileSystemConvert,"{""fileName"": ""test"", ""operationType"": ""test"", ""mimeType"": ""test"", ""autoDeleteIfExists"": true, ""localId"": ""test""}"
operateGlobalMonitoredBluetoothDevice,"{""envVersion"": ""test"", ""entryPackage"": ""test"", ""data"": {}, ""monitoredDeviceInfo"": {}, ""type"": ""test"", ""deviceId"": ""test""}"
login,{}
setBluetoothBackgroundMode,{}
initMapMarkerCluster,"{""enableDefaultStyle"": true, ""zoomOnClick"": true, ""gridSize"": 1, ""minimumClusterSize"": 1, ""mapId"": 1}"
chooseInvoiceTitle,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
createRequestTaskAsync,{}
isdir,{}
setDefaultTrafficCard,"{""deviceType"": ""test"", ""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""deviceData"": {}, ""StartTime"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
openWeRunSetting,"{""checkSupport"": true}"
ecdsaSign,"{""signText"": ""test""}"
hideHomeButton,{}
hideShareTimelineMenu,{}
shareImageMessage,"{""Val"": ""test"", ""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""renderer"": ""test"", ""EndTime"": 1, ""singlePage"": {}, ""enableFullScreen"": true, ""SvrType"": 1, ""imagePath"": ""test"", ""BucketSrc"": 1, ""skyline"": {}, ""navigationBarFit"": ""test"", ""sdkVersionEnd"": ""test"", ""sdkVersionBegin"": ""test"", ""homeButton"": true, ""needShowEntrance"": true, ""androidVersionEnd"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""navigationBarTitleText"": ""test"", ""ExptId"": 1, ""backgroundColor"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""androidVersionBegin"": ""test"", ""StartTime"": 1, ""enablePullDownRefresh"": true, ""backgroundTextStyle"": ""test"", ""disableABTest"": true, ""visualEffectInBackground"": ""test"", ""GroupId"": 1, ""handleWebviewPreload"": ""test"", ""quality"": ""test"", ""navigationBarRightButton"": {}, ""hide"": true, ""pageOrientation"": ""test"", ""navigationBarBackgroundAlpha"": 1.0, ""ExptCheckSum"": ""test"", ""backgroundColorContent"": ""test"", ""ExptType"": 1, ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""window"": {}, ""page"": {}, ""entrancePath"": ""test"", ""ExptSequence"": 1, ""Key"": ""test""}"
openWeAppAuthManageList,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
removeXWebMap,"{""viewId"": 1}"
startFacialRecognitionVerify,"{""checkAliveType"": 1, ""requestVerifyPreInfo"": ""test""}"
publishWeChatStateDirectly,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
subscribeVoIPMembers,"{""Val"": ""test"", ""openIdList"": [], ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""roomType"": 1, ""Key"": ""test""}"
editTextWithPopForm,"{""text"": ""test""}"
private_addContact,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
showNavigationBarLoading,{}
downloadPageDataForFastLoad,"{""itemList"": [], ""item_show_type"": 1, ""url"": ""test"", ""scene"": 1}"
operateMusicPlayer,{}
openNewLifeDetail,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""feedId"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""fromScene"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""nonceId"": ""test""}"
getStorage,"{""key"": ""test"", ""storageId"": 1}"
getDeviceInfo,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""waidPkg"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
reportAction,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""value"": ""test"", ""key"": ""test"", ""Key"": ""test""}"
compressVideo,"{""src"": ""test"", ""fps"": 1.0, ""bitrate"": 1, ""resolution"": 1.0, ""quality"": ""test""}"
pauseVoice,{}
sendSms,"{""phoneNumber"": ""test"", ""content"": ""test""}"
getNpuLibsPath,{}
updateXWebCamera,"{""cameraId"": 1}"
getBackgroundFetchToken,{}
insertXWebLivePusher,"{""viewId"": 1}"
loadWAFile,"{""filename"": ""test""}"
openBluetoothAdapter,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
uploadWeRunData,"{""step"": 1}"
traceEvent,"{""args"": ""test"", ""phase"": ""test"", ""name"": ""test"", ""start"": 1, ""end"": 1, ""category"": ""test"", ""events"": []}"
openChannelsCreateContact,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
setFileSpaceStatistics,"{""enable"": true}"
getMapRotate,"{""mapId"": 1}"
kvReport,"{""logId"": 1, ""logStr"": ""test""}"
adOperateWXData,"{""keepAlive"": true, ""appendDeviceInfo"": true}"
getDownloadWidgetTaskInfoForNative,{}
removeMagicBrushFrame,"{""biz"": 1, ""frameId"": 1}"
captureScreen,{}
setNavigateBackConfirmDialog,"{""enable"": true, ""content"": ""test""}"
setMenuStyle,"{""style"": ""test""}"
pushNativeWebView,"{""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""url"": ""test"", ""disableShareMenu"": true, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
private_getBackgroundFetchData,"{""fetchType"": 1}"
setNavigationBarTitle,"{""title"": ""test""}"
readBLECharacteristicValue,"{""Val"": ""test"", ""mainThread"": true, ""debug"": true, ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""deviceId"": ""test"", ""characteristicId"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""serviceId"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test""}"
removeXWebVoIPView,"{""viewId"": 1}"
getStorageInfo,"{""storageId"": 1}"
requestH5Transaction,"{""Val"": ""test"", ""package"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""nonceStr"": ""test"", ""url"": ""test"", ""GroupId"": 1, ""timeStamp"": ""test"", ""ExptCheckSum"": ""test"", ""paySign"": ""test"", ""closeWebAfterPayDetailBack"": ""test"", ""ExptType"": 1, ""signType"": ""test"", ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
startHandoff,"{""path"": ""test"", ""actionId"": 1}"
startNFCDiscovery,{}
stopBeaconDiscovery,{}
setNavigationBarRightButton,"{""hide"": true, ""iconPath"": ""test""}"
startFacialRecognitionVerifyAndUploadVideo,"{""checkAliveType"": 1, ""requestVerifyPreInfo"": ""test""}"
getInstallStateForNative,"{""packageNameArray"": [], ""packageName"": ""test""}"
shareAppMessageDirectly,"{""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""videoMD5"": ""test"", ""singlePage"": {}, ""sdkVersionBegin"": ""test"", ""type"": ""test"", ""sdkVersionEnd"": ""test"", ""liteAppPath"": ""test"", ""homeButton"": true, ""mode"": ""test"", ""chatroomUsername"": ""test"", ""path"": ""test"", ""playDesc"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""liteAppId"": ""test"", ""androidVersionBegin"": ""test"", ""appBrandPriority"": 1, ""visualEffectInBackground"": ""test"", ""thumbDataHash"": ""test"", ""videoPath"": ""test"", ""navigationBarRightButton"": {}, ""pageOrientation"": ""test"", ""useDefaultSnapshot"": true, ""navigationBarBackgroundAlpha"": 1.0, ""backgroundColorContent"": ""test"", ""webViewUrl"": ""test"", ""disableForward"": true, ""page"": {}, ""desc"": ""test"", ""liteAppQuery"": ""test"", ""videoThumbPath"": ""test"", ""renderer"": ""test"", ""signature"": ""test"", ""openId"": ""test"", ""enableFullScreen"": true, ""link"": ""test"", ""skyline"": {}, ""liteAppBizData"": ""test"", ""title"": ""test"", ""navigationBarFit"": ""test"", ""androidVersionEnd"": ""test"", ""liteAppPriority"": 1, ""cacheKey"": ""test"", ""imageUrl"": ""test"", ""navigationBarTitleText"": ""test"", ""messageExtraData"": ""test"", ""hasRelievedBuyPlugin"": true, ""backgroundColor"": ""test"", ""videoButtonText"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""cardSubType"": 1, ""enablePullDownRefresh"": true, ""sdk_isFromMenu"": true, ""disableABTest"": true, ""backgroundTextStyle"": ""test"", ""handleWebviewPreload"": ""test"", ""hide"": true, ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""window"": {}, ""to"": ""test"", ""webpageUrl"": ""test""}"
notifyWCPayResult,"{""timeStamp"": ""test"", ""bizEventKey"": ""test""}"
chooseMessageFile,"{""extension"": ""test"", ""count"": 1, ""type"": ""test""}"
toScreenLocation,"{""mapId"": 1}"
updateShareMenuShareTicket,"{""withShareTicket"": true}"
updateXWebMap,"{""viewId"": 1}"
setTabBarStyle,"{""backgroundColor"": ""test"", ""color"": ""test"", ""selectedColor"": ""test"", ""borderStyle"": ""test""}"
gamelifeManager,"{""functionType"": 1}"
appendRuntimeContext,"{""data"": ""test""}"
setAudioState,"{""volume"": 1.0, ""playbackRate"": 1.0, ""src"": ""test"", ""loop"": true, ""audioId"": ""test"", ""startTime"": 1, ""autoplay"": true, ""timestamp"": 1}"
saveFile,{}
updateShareMenuUpdatable,"{""updatable"": true, ""isPrivateMessage"": true, ""templateId"": ""test""}"
highlightBottomBanner,"{""shouldHighlight"": true}"
NFCGetAtqa,{}
reportRealtimeAction,"{""actionData"": ""test""}"
showLiveToast,"{""toastContent"": ""test"", ""duration"": 1, ""icon"": ""test""}"
operateXWebLivePusher,"{""viewId"": 1, ""type"": ""test""}"
rmdir,{}
operateXWebVideo,"{""viewId"": 1, ""type"": ""test""}"
writeBLECharacteristicValue,"{""Val"": ""test"", ""mainThread"": true, ""debug"": true, ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""characteristicId"": ""test"", ""deviceId"": ""test"", ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""writeType"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""serviceId"": ""test"", ""ExptSequence"": 1, ""value"": ""test"", ""Key"": ""test""}"
setKeepScreenOn,"{""keepScreenOn"": true}"
setClipboardData,"{""data"": ""test""}"
enterWCCoinHomePage,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""businessId"": ""test"", ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
nativeWXPayCgiTunnel,{}
readZipEntry,{}
getNetworkType,{}
jumpRedPacketEnvelopePreview,"{""url"": ""test""}"
setSecuritySnapshotStrategy,"{""snapshotIntervalMillis"": 1, ""enabledSnapshot"": true, ""shortEdge"": 1}"
captureScreen,{}
joinVoIPChat,"{""Val"": ""test"", ""videoRatio"": 1, ""EndTime"": 1, ""signature"": ""test"", ""SvrType"": 1, ""lifespan"": 1, ""groupId"": ""test"", ""BucketSrc"": 1, ""roomId"": 1, ""muteEarphone"": true, ""maxHeight"": 1, ""handsFree"": true, ""ExptId"": 1, ""roomType"": 1, ""maxWidth"": 1, ""sessionKey"": ""test"", ""StartTime"": 1, ""nonceStr"": ""test"", ""GroupId"": 1, ""timeStamp"": 1, ""privateData"": ""test"", ""muteMicrophone"": true, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
openLink,"{""url"": ""test""}"
stopBluetoothDevicesDiscovery,"{""Val"": ""test"", ""ExptCheckSum"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
opNativeRedDot,"{""op"": ""test"", ""redDotType"": 1}"
buyWCCoin,"{""Val"": ""test"", ""agreementVersion"": ""test"", ""productId"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""GroupId"": 1, ""mode"": ""test"", ""panelShowType"": ""test"", ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""customCount"": ""test""}"
getLocation,"{""altitude"": true, ""highAccuracyExpireTime"": 1, ""enableIndoor"": true, ""subKey"": ""test"", ""isHighAccuracy"": true, ""type"": ""test""}"
addImageToFavorites,"{""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""renderer"": ""test"", ""singlePage"": {}, ""enableFullScreen"": true, ""skyline"": {}, ""navigationBarFit"": ""test"", ""sdkVersionBegin"": ""test"", ""sdkVersionEnd"": ""test"", ""homeButton"": true, ""androidVersionEnd"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""navigationBarTitleText"": ""test"", ""backgroundColor"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""androidVersionBegin"": ""test"", ""enablePullDownRefresh"": true, ""disableABTest"": true, ""backgroundTextStyle"": ""test"", ""visualEffectInBackground"": ""test"", ""url"": ""test"", ""handleWebviewPreload"": ""test"", ""navigationBarRightButton"": {}, ""hide"": true, ""navigationBarBackgroundAlpha"": 1.0, ""pageOrientation"": ""test"", ""backgroundColorContent"": ""test"", ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""page"": {}, ""window"": {}}"
addMapVisualLayer,"{""layerId"": ""test"", ""level"": ""test"", ""interval"": 1, ""mapId"": 1, ""opacity"": 1.0, ""zIndex"": 1}"
openCustomerServiceChat,"{""rendererOptions"": {}, ""customButtonIconData"": ""test"", ""renderer"": ""test"", ""singlePage"": {}, ""enableFullScreen"": true, ""skyline"": {}, ""sdkVersionBegin"": ""test"", ""navigationBarFit"": ""test"", ""sdkVersionEnd"": ""test"", ""sendMessageHintTitle"": ""test"", ""extInfo"": ""test"", ""homeButton"": true, ""scene"": 1, ""androidVersionEnd"": ""test"", ""navigationBarBackgroundColor"": ""test"", ""finder_context"": ""test"", ""navigationBarTitleText"": ""test"", ""showMessageCard"": true, ""backgroundColor"": ""test"", ""navigationStyle"": ""test"", ""resizable"": true, ""androidVersionBegin"": ""test"", ""enablePullDownRefresh"": true, ""disableABTest"": true, ""backgroundTextStyle"": ""test"", ""visualEffectInBackground"": ""test"", ""sendMessageImg"": ""test"", ""url"": ""test"", ""sendMessageTitle"": ""test"", ""handleWebviewPreload"": ""test"", ""hide"": true, ""navigationBarRightButton"": {}, ""pageOrientation"": ""test"", ""navigationBarBackgroundAlpha"": 1.0, ""sendMessageParam"": {}, ""backgroundColorContent"": ""test"", ""disableSwipeBack"": true, ""navigationBarTextStyle"": ""test"", ""page"": {}, ""window"": {}, ""sendMessagePath"": ""test"", ""entity"": ""test""}"
openWCCertHomePage,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""SvrType"": 1, ""ExptType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test"", ""GroupId"": 1}"
showVirtualBottomNavigationBar,{}
cryptoExchangeKey,"{""privateKey"": ""test"", ""keyAlias"": ""test"", ""publicKey"": ""test"", ""algorithm"": ""test""}"
handleWCPayOverseaWalletBuffer,"{""timeStamp"": ""test"", ""walletRegion"": ""test"", ""package"": ""test"", ""paySign"": ""test"", ""appId"": ""test"", ""signType"": ""test"", ""action"": ""test"", ""buffer"": ""test"", ""nonceStr"": ""test"", ""url"": ""test""}"
openChannelsLive,{}
addFileToFavorites,"{""fileName"": ""test"", ""filePath"": ""test""}"
launchApplication,"{""operateDirectly"": ""test"", ""sourceInfo"": ""test"", ""alertType"": ""test"", ""installSchemeUrl"": ""test"", ""appId"": ""test"", ""parameter"": ""test"", ""bizInfo"": ""test"", ""schemeUrl"": ""test"", ""taskName"": ""test"", ""packageName"": ""test"", ""fileMd5"": ""test"", ""extInfo"": ""test""}"
writeBLEPeripheralCharacteristicValue,"{""callbackId"": 1, ""serviceId"": ""test"", ""characteristicId"": ""test"", ""value"": ""test"", ""serverId"": 1, ""needNotify"": true}"
updateCapsuleIcon,"{""sessionBuffer"": ""test"", ""iconUrl"": ""test"", ""darkModeIconUrl"": ""test""}"
disableScrollBounce,"{""disable"": true}"
removeXWebCamera,"{""cameraId"": 1}"
adDataReport,"{""adInfo"": ""test""}"
functionalPageStartGame,"{""url"": ""test""}"
showShareTimelineMenu,{}
NFCConnect,{}
getNetworkType,{}
saveInitialRenderingCache,"{""path"": ""test"", ""appserviceData"": ""test"", ""webviewData"": ""test""}"
addDownloadTaskStraight,"{""taskUrl"": ""test"", ""alternativeUrl"": ""test"", ""taskName"": ""test"", ""taskSize"": 1, ""fileMd5"": ""test"", ""packageName"": ""test"", ""fileType"": ""test"", ""extInfo"": ""test""}"
access,{}
issueTrafficCard,"{""deviceType"": ""test"", ""Val"": ""test"", ""EndTime"": 1, ""SvrType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""deviceData"": {}, ""GroupId"": 1, ""ExptCheckSum"": ""test"", ""ExptType"": 1, ""ExptId"": 1, ""ExptSequence"": 1, ""Key"": ""test""}"
finishLoading,{}
chooseMultiWechatChatroom,"{""rightButtonLightFontColor"": ""test"", ""countExceedTipWord"": ""test"", ""chatroomSessionWord"": ""test"", ""forceLightMode"": true, ""params"": {}, ""maxCount"": 1, ""rightButtonLightColor"": ""test"", ""canSelectOpenIM"": true, ""tipWord"": ""test"", ""selectedUserNameList"": [], ""rightButtonDarkColor"": ""test"", ""rightButtonWord"": ""test"", ""choiseSessionWord"": ""test"", ""rightButtonDarkFontColor"": ""test""}"
createBLEPeripheralServer,{}
saveImageToPhotosAlbum,"{""filePath"": ""test""}"
hideSplashScreen,{}
createAudioInstanceAsync,{}
isNFCTechConnected,{}
setVisualEffectOnCapture,"{""visualEffect"": ""test""}"
startRecord,"{""duration"": 1}"
showWCCoinFirstBuyCoinTips,"{""Val"": ""test"", ""EndTime"": 1, ""ExptCheckSum"": ""test"", ""alwaysDarkMode"": 1, ""SvrType"": 1, ""ExptType"": 1, ""StartTime"": 1, ""BucketSrc"": 1, ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""GroupId"": 1}"
private_onWebPageUrlExposed,"{""bizType"": 1, ""urlList"": ""test""}"
operateBackgroundAudio,{}
pauseDownloadTaskForNative,"{""downloadId"": 1}"
getSavedFileInfo,"{""filePath"": ""test""}"
addMapArc,"{""color"": ""test"", ""pass"": {}, ""latitude"": 1.0, ""width"": 1.0, ""angle"": 1.0, ""mapId"": 1, ""longitude"": 1.0}"
requestSnsPayment,"{""Val"": ""test"", ""package"": ""test"", ""EndTime"": 1, ""bankType"": ""test"", ""SvrType"": 1, ""BucketSrc"": 1, ""StartTime"": 1, ""nonceStr"": ""test"", ""GroupId"": 1, ""timeStamp"": ""test"", ""ExptCheckSum"": ""test"", ""paySign"": ""test"", ""ExptType"": 1, ""bindSerial"": ""test"", ""paymentDeskModalTitle"": ""test"", ""signType"": ""test"", ""prepayId"": ""test"", ""partnerId"": ""test"", ""ExptSequence"": 1, ""ExptId"": 1, ""Key"": ""test"", ""payScene"": 1}"
showImageOperateSheet,{}
showKeyboard,"{""showStoreEmoticon"": true, ""showEmoticonFirst"": true, ""keyboardAppearance"": ""test"", ""keyboardType"": ""test"", ""defaultValue"": ""test"", ""multiple"": true, ""showStoreEmoticonPlus"": true, ""confirmType"": ""test"", ""confirmHold"": true, ""maxLength"": 1}"
startBeaconDiscovery,"{""uuids"": ""test""}"
